sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,33,33,0,92.78097500000008,12.472918209000056,2020-06-04
2,Andhra Pradesh,4080,2466,68,79.95790576800005,15.754585607000024,2020-06-04
3,Arunachal Pradesh,38,1,0,94.66035909400006,28.033781652000073,2020-06-04
4,Assam,1672,413,4,92.83015209500007,26.32614358500007,2020-06-04
5,Bihar,4390,2077,25,85.48728000000007,25.151460000000046,2020-06-04
6,Chandigarh,301,214,5,76.78943000000005,30.703410000000076,2020-06-04
7,Chhattisgarh,668,188,2,82.04162083700004,21.265149260000047,2020-06-04
8,Dadar Nagar Haveli,8,1,0,73.04955000000007,20.280950000000075,2020-06-04
9,Delhi,23645,9542,606,77.21689000000003,28.634100000000053,2020-06-04
10,Goa,79,57,0,74.05421646500008,15.362577927000075,2020-06-04
11,Gujarat,18100,12212,1122,71.57702777600008,22.695412103000027,2020-06-04
12,Haryana,2954,1089,23,76.34013631800008,29.19646195900003,2020-06-04
13,Himachal Pradesh,359,150,5,77.25004871100003,31.923656800000057,2020-06-04
14,Jammu and Kashmir,2857,1007,34,76.31064825900006,34.64385349200006,2020-06-04
15,Jharkhand,752,321,5,85.55996217400008,23.65396590300003,2020-06-04
16,Karnataka,4063,1514,53,76.17046946700003,14.705918599000027,2020-06-04
17,Kerala,1494,651,11,76.40890634100003,10.447255617000053,2020-06-04
18,Ladakh,90,48,1,77.50000000000007,34.50000000000006,2020-06-04
19,Madhya Pradesh,8588,5445,371,78.29754465700006,23.543002144000074,2020-06-04
20,Maharashtra,74860,32329,2587,73.01582000000008,19.03681000000006,2020-06-04
21,Manipur,118,38,0,93.88394228400006,24.731636637000065,2020-06-04
22,Meghalaya,33,13,1,91.27961259500006,25.536524185000076,2020-06-04
23,Mizoram,14,1,0,92.82891654100008,23.307804220000037,2020-06-04
24,Nagaland,58,0,0,94.47204729200008,26.059338800000035,2020-06-04
25,Odisha,2388,1416,7,85.00127000000003,20.926660000000027,2020-06-04
26,Puducherry,82,25,0,79.82470000000006,11.92993000000007,2020-06-04
27,Punjab,2376,2029,47,75.41747895900005,30.843241601000045,2020-06-04
28,Rajasthan,9652,6744,209,73.84574451200007,26.58650209000007,2020-06-04
29,Sikkim,2,0,0,88.47595861700006,27.571226435000032,2020-06-04
30,Tamil Nadu,25872,14316,208,78.40968946000005,11.013249830000065,2020-06-04
31,Telengana,3020,1556,99,79.50000000000007,18.000000000000053,2020-06-04
32,Tripura,468,173,0,91.74011046400005,23.74652194700008,2020-06-04
34,Uttar Pradesh,8729,5176,229,80.56369184900007,26.92876647400004,2020-06-04
33,Uttarakhand,1085,282,8,79.20756428100003,30.15483757800007,2020-06-04
35,West Bengal,6508,2580,345,87.98640557800007,23.79775953100005,2020-06-04
