sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,33,32,0,92.78097500000008,12.472918209000056,2020-05-06
2,Andhra Pradesh,1717,589,36,79.95790576800005,15.754585607000024,2020-05-06
3,Arunachal Pradesh,1,1,0,94.66035909400006,28.033781652000073,2020-05-06
4,Assam,43,32,1,92.83015209500007,26.32614358500007,2020-05-06
5,Bihar,536,142,4,85.48728000000007,25.151460000000046,2020-05-06
6,Chandigarh,111,21,1,76.78943000000005,30.703410000000076,2020-05-06
7,Chhattisgarh,59,36,0,82.04162083700004,21.265149260000047,2020-05-06
8,Dadar Nagar Haveli,1,0,0,73.04955000000007,20.280950000000075,2020-05-06
9,Delhi,5104,1468,64,77.21689000000003,28.634100000000053,2020-05-06
10,Goa,7,7,0,74.05421646500008,15.362577927000075,2020-05-06
11,Gujarat,6245,1381,368,71.57702777600008,22.695412103000027,2020-05-06
12,Haryana,548,256,6,76.34013631800008,29.19646195900003,2020-05-06
13,Himachal Pradesh,42,38,2,77.25004871100003,31.923656800000057,2020-05-06
14,Jammu and Kashmir,741,320,8,76.31064825900006,34.64385349200006,2020-05-06
15,Jharkhand,125,33,3,85.55996217400008,23.65396590300003,2020-05-06
16,Karnataka,671,331,29,76.17046946700003,14.705918599000027,2020-05-06
17,Kerala,502,462,4,76.40890634100003,10.447255617000053,2020-05-06
18,Ladakh,41,17,0,77.50000000000007,34.50000000000006,2020-05-06
19,Madhya Pradesh,3049,1000,176,78.29754465700006,23.543002144000074,2020-05-06
20,Maharashtra,15525,2819,617,73.01582000000008,19.03681000000006,2020-05-06
21,Manipur,2,2,0,93.88394228400006,24.731636637000065,2020-05-06
22,Meghalaya,12,10,1,91.27961259500006,25.536524185000076,2020-05-06
23,Mizoram,1,0,0,92.82891654100008,23.307804220000037,2020-05-06
24,Odisha,175,60,1,85.00127000000003,20.926660000000027,2020-05-06
25,Puducherry,9,6,0,79.82470000000006,11.92993000000007,2020-05-06
26,Punjab,1451,133,25,75.41747895900005,30.843241601000045,2020-05-06
27,Rajasthan,3158,1525,89,73.84574451200007,26.58650209000007,2020-05-06
28,Tamil Nadu,4058,1485,33,78.40968946000005,11.013249830000065,2020-05-06
29,Telengana,1096,585,29,79.50000000000007,18.000000000000053,2020-05-06
30,Tripura,43,2,0,91.74011046400005,23.74652194700008,2020-05-06
32,Uttar Pradesh,2880,987,56,80.56369184900007,26.92876647400004,2020-05-06
31,Uttarakhand,61,39,1,79.20756428100003,30.15483757800007,2020-05-06
33,West Bengal,1344,364,140,87.98640557800007,23.79775953100005,2020-05-06
