sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,72,43,0,92.78097500000008,12.472918209000056,2020-06-28
2,Andhra Pradesh,11489,5196,148,79.95790576800005,15.754585607000024,2020-06-28
3,Arunachal Pradesh,172,42,1,94.66035909400006,28.033781652000073,2020-06-28
4,Assam,6607,4259,9,92.83015209500007,26.32614358500007,2020-06-28
5,Bihar,8716,6762,58,85.48728000000007,25.151460000000046,2020-06-28
6,Chandigarh,425,335,6,76.78943000000005,30.703410000000076,2020-06-28
7,Chhattisgarh,2545,1914,13,82.04162083700004,21.265149260000047,2020-06-28
8,Dadra and Nagar Haveli and Daman and Diu,163,41,0,73.04955000000007,20.280950000000075,2020-06-28
9,Delhi,77240,47091,2492,77.21689000000003,28.634100000000053,2020-06-28
10,Goa,1039,370,2,74.05421646500008,15.362577927000075,2020-06-28
11,Gujarat,30095,22030,1771,71.57702777600008,22.695412103000027,2020-06-28
12,Haryana,12884,8016,211,76.34013631800008,29.19646195900003,2020-06-28
13,Himachal Pradesh,864,502,9,77.25004871100003,31.923656800000057,2020-06-28
14,Jammu and Kashmir,6762,4080,91,76.31064825900006,34.64385349200006,2020-06-28
15,Jharkhand,2290,1643,12,85.55996217400008,23.65396590300003,2020-06-28
16,Karnataka,11005,6916,180,76.17046946700003,14.705918599000027,2020-06-28
17,Kerala,3876,2008,22,76.40890634100003,10.447255617000053,2020-06-28
18,Ladakh,946,358,1,77.50000000000007,34.50000000000006,2020-06-28
19,Madhya Pradesh,12798,9804,546,78.29754465700006,23.543002144000074,2020-06-28
20,Maharashtra,152765,79815,7106,73.01582000000008,19.03681000000006,2020-06-28
21,Manipur,1075,393,0,93.88394228400006,24.731636637000065,2020-06-28
22,Meghalaya,47,42,1,91.27961259500006,25.536524185000076,2020-06-28
23,Mizoram,145,30,0,92.82891654100008,23.307804220000037,2020-06-28
24,Nagaland,371,162,0,94.47204729200008,26.059338800000035,2020-06-28
25,Odisha,6180,4422,17,85.00127000000003,20.926660000000027,2020-06-28
26,Puducherry,502,187,9,79.82470000000006,11.92993000000007,2020-06-28
27,Punjab,4957,3201,122,75.41747895900005,30.843241601000045,2020-06-28
28,Rajasthan,16660,13062,380,73.84574451200007,26.58650209000007,2020-06-28
29,Sikkim,86,39,0,88.47595861700006,27.571226435000032,2020-06-28
30,Tamil Nadu,74622,41357,957,78.40968946000005,11.013249830000065,2020-06-28
31,Telangana,12349,4766,237,79.01145966800004,17.805271108000053,2020-06-28
32,Tripura,1325,1055,1,91.74011046400005,23.74652194700008,2020-06-28
34,Uttar Pradesh,20943,13583,630,80.56369184900007,26.92876647400004,2020-06-28
33,Uttarakhand,2725,1822,37,79.20756428100003,30.15483757800007,2020-06-28
35,West Bengal,16190,10535,616,87.98640557800007,23.79775953100005,2020-06-28
