sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,33,33,0,92.78097500000008,12.472918209000056,2020-06-07
2,Andhra Pradesh,4510,2620,73,79.95790576800005,15.754585607000024,2020-06-07
3,Arunachal Pradesh,47,1,0,94.66035909400006,28.033781652000073,2020-06-07
4,Assam,2397,547,4,92.83015209500007,26.32614358500007,2020-06-07
5,Bihar,4915,2425,30,85.48728000000007,25.151460000000046,2020-06-07
6,Chandigarh,309,273,5,76.78943000000005,30.703410000000076,2020-06-07
7,Chhattisgarh,923,266,4,82.04162083700004,21.265149260000047,2020-06-07
8,Dadar Nagar Haveli,19,1,0,73.04955000000007,20.280950000000075,2020-06-07
9,Delhi,27654,10664,761,77.21689000000003,28.634100000000053,2020-06-07
10,Goa,267,65,0,74.05421646500008,15.362577927000075,2020-06-07
11,Gujarat,19592,13316,1219,71.57702777600008,22.695412103000027,2020-06-07
12,Haryana,3952,2134,24,76.34013631800008,29.19646195900003,2020-06-07
13,Himachal Pradesh,400,194,5,77.25004871100003,31.923656800000057,2020-06-07
14,Jammu and Kashmir,3467,1126,39,76.31064825900006,34.64385349200006,2020-06-07
15,Jharkhand,1000,473,7,85.55996217400008,23.65396590300003,2020-06-07
16,Karnataka,5213,1968,59,76.17046946700003,14.705918599000027,2020-06-07
17,Kerala,1807,762,15,76.40890634100003,10.447255617000053,2020-06-07
18,Ladakh,99,48,1,77.50000000000007,34.50000000000006,2020-06-07
19,Madhya Pradesh,9228,6108,399,78.29754465700006,23.543002144000074,2020-06-07
20,Maharashtra,82968,37390,2969,73.01582000000008,19.03681000000006,2020-06-07
21,Manipur,157,52,0,93.88394228400006,24.731636637000065,2020-06-07
22,Meghalaya,33,13,1,91.27961259500006,25.536524185000076,2020-06-07
23,Mizoram,24,1,0,92.82891654100008,23.307804220000037,2020-06-07
24,Nagaland,107,0,0,94.47204729200008,26.059338800000035,2020-06-07
25,Odisha,2781,1716,8,85.00127000000003,20.926660000000027,2020-06-07
26,Puducherry,99,36,0,79.82470000000006,11.92993000000007,2020-06-07
27,Punjab,2515,2092,50,75.41747895900005,30.843241601000045,2020-06-07
28,Rajasthan,10331,7501,231,73.84574451200007,26.58650209000007,2020-06-07
29,Sikkim,7,0,0,88.47595861700006,27.571226435000032,2020-06-07
30,Tamil Nadu,30152,16395,251,78.40968946000005,11.013249830000065,2020-06-07
31,Telengana,3496,1710,123,79.50000000000007,18.000000000000053,2020-06-07
32,Tripura,747,173,0,91.74011046400005,23.74652194700008,2020-06-07
34,Uttar Pradesh,9733,5648,257,80.56369184900007,26.92876647400004,2020-06-07
33,Uttarakhand,1303,423,11,79.20756428100003,30.15483757800007,2020-06-07
35,West Bengal,7738,3119,383,87.98640557800007,23.79775953100005,2020-06-07
