sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,156,92,0,92.78097500000008,12.472918209000056,2020-07-12
2,Andhra Pradesh,25422,13194,292,94.66035907100007,28.03378170600007,2020-07-12
3,Arunachal Pradesh,335,120,2,94.66035907100007,28.03378170600007,2020-07-12
4,Assam,14600,9147,27,92.83014998300007,26.32614343200004,2020-07-12
5,Bihar,14575,10109,119,85.48728000000007,25.151460000000046,2020-07-12
6,Chandigarh,539,408,7,76.78943000000005,30.703410000000076,2020-07-12
7,Chhattisgarh,3767,3028,17,82.04162085900003,21.265149263000072,2020-07-12
8,Dadra and Nagar Haveli and Daman and Diu,459,211,0,73.04955000000007,20.280950000000075,2020-07-12
9,Delhi,109140,84694,3300,77.21689000000003,28.634100000000053,2020-07-12
10,Goa,2251,1347,9,74.05421633500005,15.36257825000007,2020-07-12
11,Gujarat,40069,28147,2022,71.57702797000006,22.69541198300004,2020-07-12
12,Haryana,19934,14904,290,76.34013613300004,29.196461252000066,2020-07-12
13,Himachal Pradesh,1171,883,11,77.25004824800006,31.923656279000053,2020-07-12
14,Jammu and Kashmir,9888,5786,159,76.31064825900006,34.64385349200006,2020-07-12
15,Jharkhand,3419,2224,23,85.55996219500008,23.65396590300003,2020-07-12
16,Karnataka,33418,13836,543,76.17046947600005,14.705918575000055,2020-07-12
17,Kerala,6950,3820,27,76.40890634900006,10.447255621000068,2020-07-12
18,Ladakh,1064,917,1,77.50000000000007,34.50000000000006,2020-07-12
19,Madhya Pradesh,16657,12481,638,78.29754488400005,23.54300217400004,2020-07-12
20,Maharashtra,238461,132625,9893,73.01582000000008,19.03681000000006,2020-07-12
21,Manipur,1582,832,0,93.88394228400006,24.731636637000065,2020-07-12
22,Meghalaya,207,66,2,91.27961257200009,25.536524147000023,2020-07-12
23,Mizoram,226,143,0,92.82891654100008,23.307804220000037,2020-07-12
24,Nagaland,732,304,0,94.47204725100003,26.059339096000034,2020-07-12
25,Odisha,11956,7972,56,85.00127000000003,20.926660000000027,2020-07-12
26,Puducherry,1272,637,17,79.82470000000006,11.92993000000007,2020-07-12
27,Punjab,7357,5017,187,75.41747860200006,30.843241196000065,2020-07-12
28,Rajasthan,23174,17620,497,73.84574452500004,26.58650208200004,2020-07-12
29,Sikkim,134,80,0,88.47595861700006,27.571226435000032,2020-07-12
30,Tamil Nadu,130261,82324,1829,78.40968946100008,11.013249812000025,2020-07-12
31,Telangana,32224,19205,339,79.01145968100008,17.805271101000077,2020-07-12
32,Tripura,1918,1372,1,91.74011046300006,23.74652194700008,2020-07-12
34,Uttar Pradesh,33700,21787,889,80.56369176000005,26.928766610000025,2020-07-12
33,Uttarakhand,3373,2706,46,79.20756426000008,30.15483759900007,2020-07-12
35,West Bengal,27109,17348,880,87.98640559100004,23.797759550000023,2020-07-12
