sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,119,66,0,92.78097500000008,12.472918209000056,2020-07-06
2,Andhra Pradesh,17699,8008,218,94.66035907100007,28.03378170600007,2020-07-06
3,Arunachal Pradesh,259,76,1,94.66035907100007,28.03378170600007,2020-07-06
4,Assam,10668,6657,14,92.83014998300007,26.32614343200004,2020-07-06
5,Bihar,11700,8686,89,85.48728000000007,25.151460000000046,2020-07-06
6,Chandigarh,460,395,6,76.78943000000005,30.703410000000076,2020-07-06
7,Chhattisgarh,3161,2549,14,82.04162085900003,21.265149263000072,2020-07-06
8,Dadra and Nagar Haveli and Daman and Diu,271,96,0,73.04955000000007,20.280950000000075,2020-07-06
9,Delhi,97200,68256,3004,77.21689000000003,28.634100000000053,2020-07-06
10,Goa,1684,825,6,74.05421633500005,15.36257825000007,2020-07-06
11,Gujarat,35312,25406,1925,71.57702797000006,22.69541198300004,2020-07-06
12,Haryana,16548,12257,260,76.34013613300004,29.196461252000066,2020-07-06
13,Himachal Pradesh,1046,704,11,77.25004824800006,31.923656279000053,2020-07-06
14,Jammu and Kashmir,8246,5143,127,76.31064825900006,34.64385349200006,2020-07-06
15,Jharkhand,2739,2035,17,85.55996219500008,23.65396590300003,2020-07-06
16,Karnataka,21549,9244,335,76.17046947600005,14.705918575000055,2020-07-06
17,Kerala,5204,3048,25,76.40890634900006,10.447255621000068,2020-07-06
18,Ladakh,1005,826,1,77.50000000000007,34.50000000000006,2020-07-06
19,Madhya Pradesh,14604,11234,598,78.29754488400005,23.54300217400004,2020-07-06
20,Maharashtra,200064,108082,8671,73.01582000000008,19.03681000000006,2020-07-06
21,Manipur,1325,667,0,93.88394228400006,24.731636637000065,2020-07-06
22,Meghalaya,62,43,1,91.27961257200009,25.536524147000023,2020-07-06
23,Mizoram,164,130,0,92.82891654100008,23.307804220000037,2020-07-06
24,Nagaland,563,228,0,94.47204725100003,26.059339096000034,2020-07-06
25,Odisha,8601,5934,34,85.00127000000003,20.926660000000027,2020-07-06
26,Puducherry,802,331,12,79.82470000000006,11.92993000000007,2020-07-06
27,Punjab,6109,4306,162,75.41747860200006,30.843241196000065,2020-07-06
28,Rajasthan,19532,15640,447,73.84574452500004,26.58650208200004,2020-07-06
29,Sikkim,103,58,0,88.47595861700006,27.571226435000032,2020-07-06
30,Tamil Nadu,107001,60592,1450,78.40968946100008,11.013249812000025,2020-07-06
31,Telangana,22312,11537,288,79.01145968100008,17.805271101000077,2020-07-06
32,Tripura,1546,1202,1,91.74011046300006,23.74652194700008,2020-07-06
34,Uttar Pradesh,26554,18154,773,80.56369176000005,26.928766610000025,2020-07-06
33,Uttarakhand,3093,2502,42,79.20756426000008,30.15483759900007,2020-07-06
35,West Bengal,21231,14166,736,87.98640559100004,23.797759550000023,2020-07-06
