sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,47,36,0,92.78097500000008,12.472918209000056,2020-06-22
2,Andhra Pradesh,8452,4111,101,79.95790576800005,15.754585607000024,2020-06-22
3,Arunachal Pradesh,135,14,0,94.66035909400006,28.033781652000073,2020-06-22
4,Assam,4904,3039,9,92.83015209500007,26.32614358500007,2020-06-22
5,Bihar,7533,5529,52,85.48728000000007,25.151460000000046,2020-06-22
6,Chandigarh,404,316,6,76.78943000000005,30.703410000000076,2020-06-22
7,Chhattisgarh,2041,1394,11,82.04162083700004,21.265149260000047,2020-06-22
8,Dadra and Nagar Haveli and Daman and Diu,68,26,0,73.04955000000007,20.280950000000075,2020-06-22
9,Delhi,56746,31294,2112,77.21689000000003,28.634100000000053,2020-06-22
10,Goa,754,129,0,74.05421646500008,15.362577927000075,2020-06-22
11,Gujarat,26680,18694,1638,71.57702777600008,22.695412103000027,2020-06-22
12,Haryana,10223,5128,149,76.34013631800008,29.19646195900003,2020-06-22
13,Himachal Pradesh,656,413,8,77.25004871100003,31.923656800000057,2020-06-22
14,Jammu and Kashmir,5834,3336,81,76.31064825900006,34.64385349200006,2020-06-22
15,Jharkhand,1965,1335,11,85.55996217400008,23.65396590300003,2020-06-22
16,Karnataka,8697,5391,132,76.17046946700003,14.705918599000027,2020-06-22
17,Kerala,3039,1568,21,76.40890634100003,10.447255617000053,2020-06-22
18,Ladakh,836,117,1,77.50000000000007,34.50000000000006,2020-06-22
19,Madhya Pradesh,11724,8880,501,78.29754465700006,23.543002144000074,2020-06-22
20,Maharashtra,128205,64153,5984,73.01582000000008,19.03681000000006,2020-06-22
21,Manipur,777,232,0,93.88394228400006,24.731636637000065,2020-06-22
22,Meghalaya,44,33,1,91.27961259500006,25.536524185000076,2020-06-22
23,Mizoram,140,9,0,92.82891654100008,23.307804220000037,2020-06-22
24,Nagaland,201,138,0,94.47204729200008,26.059338800000035,2020-06-22
25,Odisha,4856,3534,12,85.00127000000003,20.926660000000027,2020-06-22
26,Puducherry,286,118,7,79.82470000000006,11.92993000000007,2020-06-22
27,Punjab,3952,2678,98,75.41747895900005,30.843241601000045,2020-06-22
28,Rajasthan,14536,11274,337,73.84574451200007,26.58650209000007,2020-06-22
29,Sikkim,70,25,0,88.47595861700006,27.571226435000032,2020-06-22
30,Tamil Nadu,56845,31316,704,78.40968946000005,11.013249830000065,2020-06-22
31,Telangana,7072,3506,203,79.01145966800004,17.805271108000053,2020-06-22
32,Tripura,1186,680,1,91.74011046400005,23.74652194700008,2020-06-22
34,Uttar Pradesh,16594,9995,507,80.56369184900007,26.92876647400004,2020-06-22
33,Uttarakhand,2301,1450,27,79.20756428100003,30.15483757800007,2020-06-22
35,West Bengal,13531,7865,540,87.98640557800007,23.79775953100005,2020-06-22
