sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,151,83,0,92.78097500000008,12.472918209000056,2020-07-10
2,Andhra Pradesh,23814,12154,277,94.66035907100007,28.03378170600007,2020-07-10
3,Arunachal Pradesh,302,120,2,94.66035907100007,28.03378170600007,2020-07-10
4,Assam,14032,8726,22,92.83014998300007,26.32614343200004,2020-07-10
5,Bihar,13944,9816,115,85.48728000000007,25.151460000000046,2020-07-10
6,Chandigarh,523,403,7,76.78943000000005,30.703410000000076,2020-07-10
7,Chhattisgarh,3675,2903,15,82.04162085900003,21.265149263000072,2020-07-10
8,Dadra and Nagar Haveli and Daman and Diu,411,189,0,73.04955000000007,20.280950000000075,2020-07-10
9,Delhi,107051,82226,3258,77.21689000000003,28.634100000000053,2020-07-10
10,Goa,2151,1273,9,74.05421633500005,15.36257825000007,2020-07-10
11,Gujarat,39194,27718,2008,71.57702797000006,22.69541198300004,2020-07-10
12,Haryana,19369,14510,287,76.34013613300004,29.196461252000066,2020-07-10
13,Himachal Pradesh,1140,846,11,77.25004824800006,31.923656279000053,2020-07-10
14,Jammu and Kashmir,9501,5695,154,76.31064825900006,34.64385349200006,2020-07-10
15,Jharkhand,3246,2208,23,85.55996219500008,23.65396590300003,2020-07-10
16,Karnataka,31105,12833,486,76.17046947600005,14.705918575000055,2020-07-10
17,Kerala,6534,3708,27,76.40890634900006,10.447255621000068,2020-07-10
18,Ladakh,1055,915,1,77.50000000000007,34.50000000000006,2020-07-10
19,Madhya Pradesh,16341,12232,634,78.29754488400005,23.54300217400004,2020-07-10
20,Maharashtra,230599,127259,9667,73.01582000000008,19.03681000000006,2020-07-10
21,Manipur,1450,799,0,93.88394228400006,24.731636637000065,2020-07-10
22,Meghalaya,113,66,2,91.27961257200009,25.536524147000023,2020-07-10
23,Mizoram,197,133,0,92.82891654100008,23.307804220000037,2020-07-10
24,Nagaland,673,304,0,94.47204725100003,26.059339096000034,2020-07-10
25,Odisha,11201,7407,52,85.00127000000003,20.926660000000027,2020-07-10
26,Puducherry,1151,584,14,79.82470000000006,11.92993000000007,2020-07-10
27,Punjab,7140,4945,183,75.41747860200006,30.843241196000065,2020-07-10
28,Rajasthan,22563,17070,491,73.84574452500004,26.58650208200004,2020-07-10
29,Sikkim,134,72,0,88.47595861700006,27.571226435000032,2020-07-10
30,Tamil Nadu,126581,78161,1765,78.40968946100008,11.013249812000025,2020-07-10
31,Telangana,30946,18192,331,79.01145968100008,17.805271101000077,2020-07-10
32,Tripura,1776,1338,1,91.74011046300006,23.74652194700008,2020-07-10
34,Uttar Pradesh,32362,21127,862,80.56369176000005,26.928766610000025,2020-07-10
33,Uttarakhand,3305,2672,46,79.20756426000008,30.15483759900007,2020-07-10
35,West Bengal,25911,16826,854,87.98640559100004,23.797759550000023,2020-07-10
