sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,18,11,0,92.78097500000008,12.472918209000056,2020-04-23
2,Andhra Pradesh,895,141,27,79.95790576800005,15.754585607000024,2020-04-23
3,Arunachal Pradesh,1,1,0,94.66035909400006,28.033781652000073,2020-04-23
4,Assam,35,19,1,92.83015209500007,26.32614358500007,2020-04-23
5,Bihar,148,46,2,85.48728000000007,25.151460000000046,2020-04-23
6,Chandigarh,27,14,0,76.78943000000005,30.703410000000076,2020-04-23
7,Chhattisgarh,36,28,0,82.04162083700004,21.265149260000047,2020-04-23
8,Delhi,2248,724,48,77.21689000000003,28.634100000000053,2020-04-23
9,Goa,7,7,0,74.05421646500008,15.362577927000075,2020-04-23
10,Gujarat,2407,179,103,71.57702777600008,22.695412103000027,2020-04-23
11,Haryana,262,140,3,76.34013631800008,29.19646195900003,2020-04-23
12,Himachal Pradesh,40,18,1,77.25004871100003,31.923656800000057,2020-04-23
13,Jammu and Kashmir,407,92,5,76.31064825900006,34.64385349200006,2020-04-23
14,Jharkhand,49,8,3,85.55996217400008,23.65396590300003,2020-04-23
15,Karnataka,443,141,17,76.17046946700003,14.705918599000027,2020-04-23
16,Kerala,438,324,3,76.40890634100003,10.447255617000053,2020-04-23
17,Ladakh,18,14,0,77.50000000000007,34.50000000000006,2020-04-23
18,Madhya Pradesh,1695,148,81,78.29754465700006,23.543002144000074,2020-04-23
19,Maharashtra,5652,789,269,73.01582000000008,19.03681000000006,2020-04-23
20,Manipur,2,2,0,93.88394228400006,24.731636637000065,2020-04-23
21,Meghalaya,12,0,1,91.27961259500006,25.536524185000076,2020-04-23
22,Mizoram,1,0,0,92.82891654100008,23.307804220000037,2020-04-23
23,Odisha,83,32,1,85.00127000000003,20.926660000000027,2020-04-23
24,Puducherry,7,3,0,79.82470000000006,11.92993000000007,2020-04-23
25,Punjab,277,65,16,75.41747895900005,30.843241601000045,2020-04-23
26,Rajasthan,1890,230,27,73.84574451200007,26.58650209000007,2020-04-23
27,Tamil Nadu,1629,662,18,78.40968946000005,11.013249830000065,2020-04-23
28,Telengana,960,197,24,79.50000000000007,18.000000000000053,2020-04-23
29,Tripura,2,1,0,91.74011046400005,23.74652194700008,2020-04-23
31,Uttar Pradesh,1509,187,21,80.56369184900007,26.92876647400004,2020-04-23
30,Uttarakhand,46,23,0,79.20756428100003,30.15483757800007,2020-04-23
32,West Bengal,456,79,15,87.98640557800007,23.79775953100005,2020-04-23
