sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,116,54,0,92.78097500000008,12.472918209000056,2020-07-05
2,Andhra Pradesh,16934,7632,206,94.66035907100007,28.03378170600007,2020-07-05
3,Arunachal Pradesh,252,75,1,94.66035907100007,28.03378170600007,2020-07-05
4,Assam,9673,6349,14,92.83014998300007,26.32614343200004,2020-07-05
5,Bihar,10954,8214,80,85.48728000000007,25.151460000000046,2020-07-05
6,Chandigarh,457,393,6,76.78943000000005,30.703410000000076,2020-07-05
7,Chhattisgarh,3065,2437,14,82.04162085900003,21.265149263000072,2020-07-05
8,Dadra and Nagar Haveli and Daman and Diu,257,96,0,73.04955000000007,20.280950000000075,2020-07-05
9,Delhi,94695,65624,2923,77.21689000000003,28.634100000000053,2020-07-05
10,Goa,1482,734,4,74.05421633500005,15.36257825000007,2020-07-05
11,Gujarat,34600,24933,1904,71.57702797000006,22.69541198300004,2020-07-05
12,Haryana,16003,11691,255,76.34013613300004,29.196461252000066,2020-07-05
13,Himachal Pradesh,1033,667,10,77.25004824800006,31.923656279000053,2020-07-05
14,Jammu and Kashmir,8019,5075,119,76.31064825900006,34.64385349200006,2020-07-05
15,Jharkhand,2695,2001,15,85.55996219500008,23.65396590300003,2020-07-05
16,Karnataka,19710,8805,293,76.17046947600005,14.705918575000055,2020-07-05
17,Kerala,4964,2841,25,76.40890634900006,10.447255621000068,2020-07-05
18,Ladakh,1001,777,1,77.50000000000007,34.50000000000006,2020-07-05
19,Madhya Pradesh,14297,11049,593,78.29754488400005,23.54300217400004,2020-07-05
20,Maharashtra,192990,104687,8376,73.01582000000008,19.03681000000006,2020-07-05
21,Manipur,1316,639,0,93.88394228400006,24.731636637000065,2020-07-05
22,Meghalaya,62,43,1,91.27961257200009,25.536524147000023,2020-07-05
23,Mizoram,162,126,0,92.82891654100008,23.307804220000037,2020-07-05
24,Nagaland,539,228,0,94.47204725100003,26.059339096000034,2020-07-05
25,Odisha,8106,5705,29,85.00127000000003,20.926660000000027,2020-07-05
26,Puducherry,802,331,12,79.82470000000006,11.92993000000007,2020-07-05
27,Punjab,5937,4266,157,75.41747860200006,30.843241196000065,2020-07-05
28,Rajasthan,19052,15281,440,73.84574452500004,26.58650208200004,2020-07-05
29,Sikkim,102,53,0,88.47595861700006,27.571226435000032,2020-07-05
30,Tamil Nadu,102721,58378,1385,78.40968946100008,11.013249812000025,2020-07-05
31,Telangana,20462,10195,283,79.01145968100008,17.805271101000077,2020-07-05
32,Tripura,1525,1199,1,91.74011046300006,23.74652194700008,2020-07-05
34,Uttar Pradesh,25797,17597,749,80.56369176000005,26.928766610000025,2020-07-05
33,Uttarakhand,3048,2481,42,79.20756426000008,30.15483759900007,2020-07-05
35,West Bengal,20488,13571,717,87.98640559100004,23.797759550000023,2020-07-05
