sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,33,33,0,92.78097500000008,12.472918209000056,2020-05-10
2,Andhra Pradesh,1930,887,44,79.95790576800005,15.754585607000024,2020-05-10
3,Arunachal Pradesh,1,1,0,94.66035909400006,28.033781652000073,2020-05-10
4,Assam,63,34,2,92.83015209500007,26.32614358500007,2020-05-10
5,Bihar,591,322,5,85.48728000000007,25.151460000000046,2020-05-10
6,Chandigarh,169,24,2,76.78943000000005,30.703410000000076,2020-05-10
7,Chhattisgarh,59,43,0,82.04162083700004,21.265149260000047,2020-05-10
8,Dadar Nagar Haveli,1,0,0,73.04955000000007,20.280950000000075,2020-05-10
9,Delhi,6542,2020,73,77.21689000000003,28.634100000000053,2020-05-10
10,Goa,7,7,0,74.05421646500008,15.362577927000075,2020-05-10
11,Gujarat,7796,2091,472,71.57702777600008,22.695412103000027,2020-05-10
12,Haryana,675,290,9,76.34013631800008,29.19646195900003,2020-05-10
13,Himachal Pradesh,50,38,2,77.25004871100003,31.923656800000057,2020-05-10
14,Jammu and Kashmir,836,368,9,76.31064825900006,34.64385349200006,2020-05-10
15,Jharkhand,156,78,3,85.55996217400008,23.65396590300003,2020-05-10
16,Karnataka,794,386,30,76.17046946700003,14.705918599000027,2020-05-10
17,Kerala,505,485,4,76.40890634100003,10.447255617000053,2020-05-10
18,Ladakh,42,17,0,77.50000000000007,34.50000000000006,2020-05-10
19,Madhya Pradesh,3614,1676,215,78.29754465700006,23.543002144000074,2020-05-10
20,Maharashtra,20228,3800,779,73.01582000000008,19.03681000000006,2020-05-10
21,Manipur,2,2,0,93.88394228400006,24.731636637000065,2020-05-10
22,Meghalaya,13,10,1,91.27961259500006,25.536524185000076,2020-05-10
23,Mizoram,1,1,0,92.82891654100008,23.307804220000037,2020-05-10
24,Odisha,294,63,2,85.00127000000003,20.926660000000027,2020-05-10
25,Puducherry,9,6,0,79.82470000000006,11.92993000000007,2020-05-10
26,Punjab,1762,157,31,75.41747895900005,30.843241601000045,2020-05-10
27,Rajasthan,3708,2026,106,73.84574451200007,26.58650209000007,2020-05-10
28,Tamil Nadu,6535,1824,44,78.40968946000005,11.013249830000065,2020-05-10
29,Telengana,1163,750,30,79.50000000000007,18.000000000000053,2020-05-10
30,Tripura,134,2,0,91.74011046400005,23.74652194700008,2020-05-10
32,Uttar Pradesh,3373,1499,74,80.56369184900007,26.92876647400004,2020-05-10
31,Uttarakhand,67,46,1,79.20756428100003,30.15483757800007,2020-05-10
33,West Bengal,1786,372,171,87.98640557800007,23.79775953100005,2020-05-10
