sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,198,145,0,92.78097500000008,12.472918209000056,2020-07-20
2,Andhra Pradesh,44609,21763,586,94.66035907100007,28.03378170600007,2020-07-20
3,Arunachal Pradesh,650,274,3,94.66035907100007,28.03378170600007,2020-07-20
4,Assam,22918,15165,53,92.83014998300007,26.32614343200004,2020-07-20
5,Bihar,25136,15536,208,85.48728000000007,25.151460000000046,2020-07-20
6,Chandigarh,700,485,12,76.78943000000005,30.703410000000076,2020-07-20
7,Chhattisgarh,5233,3658,24,82.04162085900003,21.265149263000072,2020-07-20
8,Dadra and Nagar Haveli and Daman and Diu,602,414,2,73.04955000000007,20.280950000000075,2020-07-20
9,Delhi,121582,101274,3597,77.21689000000003,28.634100000000053,2020-07-20
10,Goa,3484,2038,21,74.05421633500005,15.36257825000007,2020-07-20
11,Gujarat,47390,34035,2122,71.57702797000006,22.69541198300004,2020-07-20
12,Haryana,25547,19318,344,76.34013613300004,29.196461252000066,2020-07-20
13,Himachal Pradesh,1457,1036,11,77.25004824800006,31.923656279000053,2020-07-20
14,Jammu and Kashmir,13198,7165,236,76.31064825900006,34.64385349200006,2020-07-20
15,Jharkhand,5342,2611,46,85.55996219500008,23.65396590300003,2020-07-20
16,Karnataka,59652,21775,1240,76.17046947600005,14.705918575000055,2020-07-20
17,Kerala,11659,5199,40,76.40890634900006,10.447255621000068,2020-07-20
18,Ladakh,1159,985,1,77.50000000000007,34.50000000000006,2020-07-20
19,Madhya Pradesh,21763,14864,706,78.29754488400005,23.54300217400004,2020-07-20
20,Maharashtra,300937,165663,11596,73.01582000000008,19.03681000000006,2020-07-20
21,Manipur,1891,1182,0,93.88394228400006,24.731636637000065,2020-07-20
22,Meghalaya,418,66,2,91.27961257200009,25.536524147000023,2020-07-20
23,Mizoram,284,167,0,92.82891654100008,23.307804220000037,2020-07-20
24,Nagaland,978,432,0,94.47204725100003,26.059339096000034,2020-07-20
25,Odisha,16701,11937,86,85.00127000000003,20.926660000000027,2020-07-20
26,Puducherry,1894,1066,28,79.82470000000006,11.92993000000007,2020-07-20
27,Punjab,9792,6454,246,75.41747860200006,30.843241196000065,2020-07-20
28,Rajasthan,28500,21144,553,73.84574452500004,26.58650208200004,2020-07-20
29,Sikkim,275,90,0,88.47595861700006,27.571226435000032,2020-07-20
30,Tamil Nadu,165714,113856,2403,78.40968946100008,11.013249812000025,2020-07-20
31,Telangana,43780,30607,409,79.01145968100008,17.805271101000077,2020-07-20
32,Tripura,2654,1735,5,91.74011046300006,23.74652194700008,2020-07-20
34,Uttar Pradesh,47036,28664,1108,80.56369176000005,26.928766610000025,2020-07-20
33,Uttarakhand,4276,3081,52,79.20756426000008,30.15483759900007,2020-07-20
35,West Bengal,40209,23539,1076,87.98640559100004,23.797759550000023,2020-07-20
