sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,203,145,0,92.78097500000008,12.472918209000056,2020-07-21
2,Andhra Pradesh,49650,22890,642,94.66035907100007,28.03378170600007,2020-07-21
3,Arunachal Pradesh,740,282,3,94.66035907100007,28.03378170600007,2020-07-21
4,Assam,23999,16023,57,92.83014998300007,26.32614343200004,2020-07-21
5,Bihar,26569,16308,217,85.48728000000007,25.151460000000046,2020-07-21
6,Chandigarh,717,488,12,76.78943000000005,30.703410000000076,2020-07-21
7,Chhattisgarh,5407,3775,24,82.04162085900003,21.265149263000072,2020-07-21
8,Dadra and Nagar Haveli and Daman and Diu,605,414,2,73.04955000000007,20.280950000000075,2020-07-21
9,Delhi,122793,103134,3628,77.21689000000003,28.634100000000053,2020-07-21
10,Goa,3657,2218,22,74.05421633500005,15.36257825000007,2020-07-21
11,Gujarat,48355,34901,2142,71.57702797000006,22.69541198300004,2020-07-21
12,Haryana,26164,19793,349,76.34013613300004,29.196461252000066,2020-07-21
13,Himachal Pradesh,1483,1059,11,77.25004824800006,31.923656279000053,2020-07-21
14,Jammu and Kashmir,13899,7811,244,76.31064825900006,34.64385349200006,2020-07-21
15,Jharkhand,5535,2716,49,85.55996219500008,23.65396590300003,2020-07-21
16,Karnataka,63772,23065,1331,76.17046947600005,14.705918575000055,2020-07-21
17,Kerala,12480,5371,42,76.40890634900006,10.447255621000068,2020-07-21
18,Ladakh,1178,1003,2,77.50000000000007,34.50000000000006,2020-07-21
19,Madhya Pradesh,22600,15311,721,78.29754488400005,23.54300217400004,2020-07-21
20,Maharashtra,310455,169569,11854,73.01582000000008,19.03681000000006,2020-07-21
21,Manipur,1911,1213,0,93.88394228400006,24.731636637000065,2020-07-21
22,Meghalaya,450,66,2,91.27961257200009,25.536524147000023,2020-07-21
23,Mizoram,284,167,0,92.82891654100008,23.307804220000037,2020-07-21
24,Nagaland,988,445,0,94.47204725100003,26.059339096000034,2020-07-21
25,Odisha,17437,12453,91,85.00127000000003,20.926660000000027,2020-07-21
26,Puducherry,1999,1154,28,79.82470000000006,11.92993000000007,2020-07-21
27,Punjab,10100,6535,254,75.41747860200006,30.843241196000065,2020-07-21
28,Rajasthan,29434,21730,559,73.84574452500004,26.58650208200004,2020-07-21
29,Sikkim,283,92,0,88.47595861700006,27.571226435000032,2020-07-21
30,Tamil Nadu,170693,117915,2481,78.40968946100008,11.013249812000025,2020-07-21
31,Telangana,45076,32438,415,79.01145968100008,17.805271101000077,2020-07-21
32,Tripura,2878,1759,5,91.74011046300006,23.74652194700008,2020-07-21
34,Uttar Pradesh,49247,29845,1146,80.56369176000005,26.928766610000025,2020-07-21
33,Uttarakhand,4515,3116,52,79.20756426000008,30.15483759900007,2020-07-21
35,West Bengal,42487,24883,1112,87.98640559100004,23.797759550000023,2020-07-21
