sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,48,37,0,92.78097500000008,12.472918209000056,2020-06-24
2,Andhra Pradesh,9372,4495,111,79.95790576800005,15.754585607000024,2020-06-24
3,Arunachal Pradesh,139,21,0,94.66035909400006,28.033781652000073,2020-06-24
4,Assam,5586,3521,9,92.83015209500007,26.32614358500007,2020-06-24
5,Bihar,7825,5781,55,85.48728000000007,25.151460000000046,2020-06-24
6,Chandigarh,411,322,6,76.78943000000005,30.703410000000076,2020-06-24
7,Chhattisgarh,2303,1513,12,82.04162083700004,21.265149260000047,2020-06-24
8,Dadra and Nagar Haveli and Daman and Diu,91,27,0,73.04955000000007,20.280950000000075,2020-06-24
9,Delhi,62655,36602,2233,77.21689000000003,28.634100000000053,2020-06-24
10,Goa,864,152,1,74.05421646500008,15.362577927000075,2020-06-24
11,Gujarat,27825,19909,1684,71.57702777600008,22.695412103000027,2020-06-24
12,Haryana,11025,5916,169,76.34013631800008,29.19646195900003,2020-06-24
13,Himachal Pradesh,727,437,8,77.25004871100003,31.923656800000057,2020-06-24
14,Jammu and Kashmir,6088,3531,85,76.31064825900006,34.64385349200006,2020-06-24
15,Jharkhand,2137,1469,11,85.55996217400008,23.65396590300003,2020-06-24
16,Karnataka,9399,5730,142,76.17046946700003,14.705918599000027,2020-06-24
17,Kerala,3310,1749,21,76.40890634100003,10.447255617000053,2020-06-24
18,Ladakh,847,136,1,77.50000000000007,34.50000000000006,2020-06-24
19,Madhya Pradesh,12078,9215,521,78.29754465700006,23.543002144000074,2020-06-24
20,Maharashtra,135796,67706,6283,73.01582000000008,19.03681000000006,2020-06-24
21,Manipur,898,250,0,93.88394228400006,24.731636637000065,2020-06-24
22,Meghalaya,44,37,1,91.27961259500006,25.536524185000076,2020-06-24
23,Mizoram,141,9,0,92.82891654100008,23.307804220000037,2020-06-24
24,Nagaland,280,141,0,94.47204729200008,26.059338800000035,2020-06-24
25,Odisha,5303,3863,15,85.00127000000003,20.926660000000027,2020-06-24
26,Puducherry,383,149,8,79.82470000000006,11.92993000000007,2020-06-24
27,Punjab,4235,2825,101,75.41747895900005,30.843241601000045,2020-06-24
28,Rajasthan,15232,11910,356,73.84574451200007,26.58650209000007,2020-06-24
29,Sikkim,78,29,0,88.47595861700006,27.571226435000032,2020-06-24
30,Tamil Nadu,62087,34112,794,78.40968946000005,11.013249830000065,2020-06-24
31,Telangana,8674,4005,217,79.01145966800004,17.805271108000053,2020-06-24
32,Tripura,1237,782,1,91.74011046400005,23.74652194700008,2020-06-24
34,Uttar Pradesh,18322,11601,569,80.56369184900007,26.92876647400004,2020-06-24
33,Uttarakhand,2402,1521,28,79.20756428100003,30.15483757800007,2020-06-24
35,West Bengal,14358,8687,569,87.98640557800007,23.79775953100005,2020-06-24
