sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,33,33,0,92.78097500000008,12.472918209000056,2020-06-01
2,Andhra Pradesh,3569,2289,60,79.95790576800005,15.754585607000024,2020-06-01
3,Arunachal Pradesh,4,1,0,94.66035909400006,28.033781652000073,2020-06-01
4,Assam,1185,163,4,92.83015209500007,26.32614358500007,2020-06-01
5,Bihar,3636,1618,20,85.48728000000007,25.151460000000046,2020-06-01
6,Chandigarh,289,189,4,76.78943000000005,30.703410000000076,2020-06-01
7,Chhattisgarh,447,102,1,82.04162083700004,21.265149260000047,2020-06-01
8,Dadar Nagar Haveli,2,0,0,73.04955000000007,20.280950000000075,2020-06-01
9,Delhi,18549,8075,416,77.21689000000003,28.634100000000053,2020-06-01
10,Goa,70,41,0,74.05421646500008,15.362577927000075,2020-06-01
11,Gujarat,16343,9230,1007,71.57702777600008,22.695412103000027,2020-06-01
12,Haryana,1923,971,20,76.34013631800008,29.19646195900003,2020-06-01
13,Himachal Pradesh,313,111,5,77.25004871100003,31.923656800000057,2020-06-01
14,Jammu and Kashmir,2341,908,28,76.31064825900006,34.64385349200006,2020-06-01
15,Jharkhand,563,256,5,85.55996217400008,23.65396590300003,2020-06-01
16,Karnataka,2922,997,48,76.17046946700003,14.705918599000027,2020-06-01
17,Kerala,1208,575,9,76.40890634100003,10.447255617000053,2020-06-01
18,Ladakh,74,43,0,77.50000000000007,34.50000000000006,2020-06-01
19,Madhya Pradesh,7891,4444,343,78.29754465700006,23.543002144000074,2020-06-01
20,Maharashtra,65168,28081,2197,73.01582000000008,19.03681000000006,2020-06-01
21,Manipur,62,8,0,93.88394228400006,24.731636637000065,2020-06-01
22,Meghalaya,27,12,1,91.27961259500006,25.536524185000076,2020-06-01
23,Mizoram,1,1,0,92.82891654100008,23.307804220000037,2020-06-01
24,Nagaland,36,0,0,94.47204729200008,26.059338800000035,2020-06-01
25,Odisha,1819,1050,7,85.00127000000003,20.926660000000027,2020-06-01
26,Puducherry,51,14,0,79.82470000000006,11.92993000000007,2020-06-01
27,Punjab,2233,1967,44,75.41747895900005,30.843241601000045,2020-06-01
28,Rajasthan,8617,5739,193,73.84574451200007,26.58650209000007,2020-06-01
29,Sikkim,1,0,0,88.47595861700006,27.571226435000032,2020-06-01
30,Tamil Nadu,21184,12000,160,78.40968946000005,11.013249830000065,2020-06-01
31,Telengana,2499,1412,77,79.50000000000007,18.000000000000053,2020-06-01
32,Tripura,268,172,0,91.74011046400005,23.74652194700008,2020-06-01
34,Uttar Pradesh,7445,4410,201,80.56369184900007,26.92876647400004,2020-06-01
33,Uttarakhand,749,102,5,79.20756428100003,30.15483757800007,2020-06-01
35,West Bengal,5130,1970,309,87.98640557800007,23.79775953100005,2020-06-01
